area,country_code,dash_score_a,order_a,dash_score_b,order_b,total_dash_score,energy_distance,order_total,hdi_2013,gini_index,ghi_200913,gni_per_capita_current_us,"malnutrition_prevalence,_height_for_age_of_children_under_5","malnutrition_prevalence,_weight_for_age_of_children_under_5",sex,mean_bmi_lower_95_uncertainty_interval,mean_bmi_upper_95_uncertainty_interval,mean_bmi,number_of_people_who_are_undernourished_sn.itk.defc,prevalence_of_bmi_18.5_to_20_lower_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_upper_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_,prevalence_of_bmi_20_to_25_lower_95_uncertainty_interval,prevalence_of_bmi_20_to_25_upper_95_uncertainty_interval,prevalence_of_bmi_20_to_25_,prevalence_of_bmi_25_to_30_lower_95_uncertainty_interval,prevalence_of_bmi_25_to_30_upper_95_uncertainty_interval,prevalence_of_bmi_25_to_30_,prevalence_of_bmi_30_to_35_lower_95_uncertainty_interval,prevalence_of_bmi_30_to_35_upper_95_uncertainty_interval,prevalence_of_bmi_30_to_35_,prevalence_of_bmi_35_to_40_lower_95_uncertainty_interval,prevalence_of_bmi_35_to_40_upper_95_uncertainty_interval,prevalence_of_bmi_35_to_40_,prevalence_of_bmi_40_lower_95_uncertainty_interval,prevalence_of_bmi_40_upper_95_uncertainty_interval,prevalence_of_bmi_40_morbid_obesity,prevalence_of_bmi18.5_underweight,prevalence_of_bmi18.5_lower_95_uncertainty_interval,prevalence_of_bmi18.5_upper_95_uncertainty_interval,prevalence_of_bmi30_obesity,prevalence_of_bmi30_lower_95_uncertainty_interval,prevalence_of_bmi30_upper_95_uncertainty_interval,prevalence_of_bmi35_severe_obesity,prevalence_of_bmi35_lower_95_uncertainty_interval,prevalence_of_bmi35_upper_95_uncertainty_interval,prevalence_of_anemia_among_children_of_children_under_5_sh.anm.chld.zs,prevalence_of_anemia_among_nonpregnant_women_of_women_ages_1549_sh.anm.nprg.zs,prevalence_of_anemia_among_pregnant_women_sh.prg.anem,prevalence_of_anemia_among_women_of_reproductive_age_of_women_ages_1549_sh.anm.allw.zs,prevalence_of_overweight_of_adults_sh.sta.owad.zs,prevalence_of_overweight_of_children_under_5_sh.sta.owgh.zs,"prevalence_of_severe_wasting,_weight_for_height_of_children_under_5_sh.svr.wast.zs",prevalence_of_undernourishment_of_population_sn.itk.defc.zs,prevalence_of_wasting_of_children_under_5_sh.sta.wast.zs
Sudan,SDN,21,8,21,43,42,-18,1,0.475,,,1220,,,Women,24.00261393,27.73193198,25.85,9300000,0.074779272,0.16230084,0.115024912,0.387932876,0.509226149,0.448032375,0.188871491,0.289692799,0.237036827,0.048757046,0.136959312,0.086003218,0.009015233,0.05181588,0.024792067,0.001042867,0.01584634,0.005686459,0.083424142,0.034531225,0.154987248,0.116481743,0.0747653,0.171556984,0.030478526,0.013316647,0.059068529,59.7,29,34.1,29.5,,,,25.2,
Suriname,SUR,15,152,13,169,28,392,184,0.715,,16.5,9020,,,Men,24.08507166,26.55581897,25.32,100000,0.025060344,0.077706778,0.04707067,0.320672704,0.454732487,0.386329738,0.282094062,0.421994639,0.350948383,0.076505471,0.196488394,0.131615699,0.012563967,0.071149638,0.034658758,0.003360936,0.035712537,0.014221451,0.035155301,0.012639506,0.073496643,0.180495908,0.12113482,0.250977329,0.048880209,0.021876033,0.088341403,34.7,22.9,29.9,23.2,57.3,,,8.1,
Suriname,SUR,15,152,13,169,28,392,184,0.715,,16.5,9020,,,Women,26.03462958,29.24261706,27.68,100000,0.022626257,0.063673657,0.040078289,0.226267356,0.342834445,0.28333508,0.252953169,0.374236417,0.312479617,0.116985898,0.249993538,0.180555327,0.04860764,0.1543131,0.093836642,0.022843445,0.115208037,0.060121186,0.02959386,0.011341639,0.058658061,0.334513155,0.261955183,0.410043048,0.153957827,0.093401438,0.226729281,34.7,22.9,29.9,23.2,57.3,,,8.1,
Sweden,SWE,19,60,8,208,27,825,200,0.912,28.8,,60970,,,Men,26.03866324,27.44859368,26.73,200000,0.010570702,0.026507763,0.017353564,0.287229562,0.380283579,0.332621874,0.37287076,0.473840191,0.423617427,0.126891587,0.21015881,0.166508277,0.026683936,0.067583102,0.044431053,0.004772904,0.02091605,0.011046676,0.004421128,0.00205157,0.007678733,0.221986007,0.17816707,0.267875259,0.05547773,0.036093472,0.079800316,10.8,13,20.8,13.3,55.2,,,2.5,
Sweden,SWE,19,60,8,208,27,825,200,0.912,28.8,,60970,,,Women,24.44330237,26.27545933,25.34,200000,0.039838137,0.087439416,0.060802687,0.380556828,0.480627215,0.430073265,0.262184084,0.355659825,0.30976218,0.08840898,0.166130369,0.125514147,0.022596385,0.06087316,0.039504435,0.006863534,0.026576077,0.01459276,0.019750527,0.010280673,0.032293455,0.179611342,0.137799172,0.22270368,0.054097195,0.034940355,0.077145545,10.8,13,20.8,13.3,55.2,,,2.5,
Switzerland,CHE,20,38,12,175,32,1040,141,0.938,32.5,,88740,,,Men,26.13877737,27.24554087,26.69,200000,0.012157699,0.031340889,0.020083803,0.295617195,0.390699172,0.342191955,0.36591451,0.468676727,0.417353082,0.11854047,0.207459296,0.160808204,0.023142259,0.067345546,0.042055523,0.004605179,0.02143031,0.011220961,0.006286471,0.003084545,0.011314871,0.214084689,0.169510242,0.26432705,0.053276484,0.032518298,0.079913824,11.1,15.5,24.2,15.7,53.1,,,2.5,
Switzerland,CHE,20,38,12,175,32,1040,141,0.938,32.5,,88740,,,Women,22.67031328,25.09248002,23.88,200000,0.044264423,0.09923004,0.06814079,0.384792048,0.487030976,0.43503532,0.248413564,0.345099243,0.29596734,0.075826893,0.162971641,0.116662377,0.018185527,0.063366874,0.036807248,0.005239654,0.028587472,0.014050432,0.033336493,0.016080629,0.057737282,0.167520057,0.122007618,0.217815108,0.05085768,0.029351663,0.07964716,11.1,15.5,24.2,15.7,53.1,,,2.5,
Tajikistan,TJK,14,173,17,111,31,-154,149,0.646,,17.3,1320,,,Men,24.84009188,26.42625923,25.65,,0.027220049,0.090334259,0.054177484,0.404144823,0.558121518,0.481531264,0.259639654,0.406450948,0.329653352,0.046966363,0.148355745,0.090449387,0.003526103,0.030961305,0.012900891,0.000493039,0.009199694,0.00304552,0.028242102,0.009472195,0.061351267,0.106395798,0.061582944,0.164918398,0.015946411,0.005619198,0.034607792,30.8,29.4,32.4,29.6,43.2,,,,
Tajikistan,TJK,14,173,17,111,31,-154,149,0.646,,17.3,1320,,,Women,25.30968457,26.63985127,25.99,,0.039172466,0.098998249,0.065838351,0.364502846,0.495020238,0.430268937,0.240501629,0.358239255,0.298902622,0.065604635,0.16501544,0.10966038,0.015298158,0.066370816,0.035159515,0.003431985,0.028719161,0.012109845,0.048060349,0.021306014,0.089173254,0.15692974,0.10763064,0.214703316,0.04726936,0.024188236,0.080004962,30.8,29.4,32.4,29.6,43.2,,,,
Thailand,THA,15,143,17,110,32,430,132,0.728,37.8,29.8,5720,,,Men,22.87738981,24.44038897,23.66,6100000,0.086869841,0.178563671,0.129358439,0.443074914,0.565108321,0.504836519,0.163018129,0.265591893,0.210734277,0.028405788,0.078011567,0.049670906,0.002641745,0.015343591,0.007247203,0.000231157,0.003118926,0.001089876,0.09706278,0.057327155,0.146635777,0.058007985,0.035589732,0.087440518,0.008337079,0.003526254,0.016727795,26,27.3,36.8,27.5,29.6,,,9,
Thailand,THA,15,143,17,110,32,430,132,0.728,37.8,29.8,5720,,,Women,23.93606745,25.66110428,24.81,6100000,0.076809337,0.156108076,0.113169948,0.404160565,0.513831723,0.459273063,0.184670948,0.274499224,0.226777575,0.052674557,0.11937879,0.082074717,0.012099494,0.044589799,0.025105013,0.002467277,0.015871685,0.007071494,0.086528189,0.050094847,0.132755347,0.114251224,0.080833796,0.155082509,0.032176507,0.017576251,0.052015423,26,27.3,36.8,27.5,29.6,,,9,
TimorLeste,TLS,13,188,21,53,34,-224,91,0.614,,13.9,3540,50.2,37.7,Men,20.38267034,21.70978942,21.04,300000,0.10461535,0.218746127,0.158042555,0.445288817,0.584179698,0.51570574,0.106518275,0.202725501,0.152618249,0.008079446,0.037086504,0.019888691,0.000323682,0.004513435,0.001599895,4.56E-05,0.001515893,0.000427168,0.151717701,0.086623776,0.22961383,0.021915755,0.009834716,0.03938162,0.002027063,0.000545014,0.005047043,54.9,34.6,36.4,34.8,19.6,1.5,1.9,26.6,11
TimorLeste,TLS,13,188,21,53,34,-224,91,0.614,,13.9,3540,50.2,37.7,Women,20.40987967,21.67553194,21.05,300000,0.092042647,0.181243764,0.132843113,0.387888481,0.511316409,0.449583138,0.147851715,0.233194382,0.188650695,0.017418773,0.059235431,0.034931467,0.002049415,0.013658448,0.00617516,0.000513394,0.006152497,0.002292753,0.185523674,0.114881413,0.266191388,0.043399381,0.024596467,0.068972248,0.008467913,0.003553861,0.01682949,54.9,34.6,36.4,34.8,19.6,1.5,1.9,26.6,11
Togo,TGO,13,185,23,32,36,95,55,0.472,,<5,620,,,Men,21.63752775,23.32715866,22.48,1300000,0.097891146,0.216782865,0.154077251,0.471312007,0.620403784,0.547730262,0.109808378,0.206918142,0.155513474,0.012822724,0.053783692,0.028991501,0.00070118,0.008957474,0.003266549,0.000305766,0.006061053,0.001996426,0.108424537,0.052119649,0.183633409,0.034254476,0.017337898,0.058947889,0.005262976,0.001712554,0.012306715,71.8,48.3,61.7,49.6,26.3,,,18.1,
Togo,TGO,13,185,23,32,36,95,55,0.472,,<5,620,,,Women,23.5237707,25.01747954,24.28,1300000,0.079574248,0.163172491,0.116655649,0.387223424,0.501757082,0.444830552,0.186764919,0.278974638,0.231308374,0.047122789,0.121539042,0.080079403,0.009855438,0.046115753,0.023892516,0.003813278,0.0288444,0.012224752,0.091008754,0.045609007,0.150611485,0.116196671,0.077910831,0.160809879,0.036117268,0.018540214,0.061822872,71.8,48.3,61.7,49.6,26.3,,,18.1,
Trinidad and Tobago,TTO,18,69,16,116,34,672,97,0.779,,<5,18430,,,Men,25.01124876,27.95135847,26.51,100000,0.045796337,0.146456443,0.089284722,0.420989567,0.587722326,0.505109632,0.190130476,0.34667589,0.265360539,0.040072199,0.14044105,0.080154912,0.003620337,0.035096426,0.013910462,0.000666713,0.01725915,0.00516584,0.041013894,0.013228614,0.088673428,0.099231214,0.055031742,0.161933481,0.019076301,0.006318188,0.042046536,31.6,22.5,26.2,22.7,43.9,,,6.6,
Trinidad and Tobago,TTO,18,69,16,116,34,672,97,0.779,,<5,18430,,,Women,26.65217548,30.21781039,28.49,100000,0.033636004,0.101742752,0.062179287,0.289890393,0.439117063,0.36420256,0.223617023,0.358564256,0.289029161,0.079690167,0.205807139,0.136578894,0.027211272,0.12004238,0.064192207,0.014597564,0.105418949,0.04754885,0.036269042,0.012142279,0.076850784,0.248319951,0.172905071,0.331786309,0.111741057,0.059574783,0.182084591,31.6,22.5,26.2,22.7,43.9,,,6.6,
Tunisia,TUN,21,11,19,71,40,994,19,0.723,,<5,4130,,,Men,24.48634962,26.32462239,25.42,500000,0.026255097,0.071247284,0.044882268,0.299679436,0.413320714,0.356517543,0.324946083,0.451897871,0.388032686,0.09423501,0.197869126,0.143154736,0.012122091,0.054882346,0.02895479,0.002051019,0.018494628,0.007691974,0.030766003,0.013532728,0.05734608,0.1798015,0.126848572,0.238207353,0.036646764,0.01786354,0.064344066,27.2,28.4,34.8,28.7,59.7,,,4.5,
Tunisia,TUN,21,11,19,71,40,994,19,0.723,,<5,4130,,,Women,26.01895233,28.21331999,27.14,500000,0.020810931,0.054774083,0.035389719,0.226086607,0.319748105,0.271271606,0.268875774,0.380416856,0.323470273,0.154116759,0.276881817,0.213064537,0.048985778,0.134881233,0.087482518,0.015790443,0.070660162,0.037930384,0.031390963,0.014559688,0.057664186,0.338477439,0.272314884,0.404173984,0.125412902,0.080109848,0.17905241,27.2,28.4,34.8,28.7,59.7,,,4.5,
Turkey,TUR,23,2,19,69,42,1353,3,0.771,40.2,<5,12530,9.5,1.9,Men,26.65994557,27.38988162,27.03,1900000,0.015358596,0.034610138,0.023973907,0.281904334,0.373362974,0.327693434,0.357387934,0.455942679,0.406802681,0.140994672,0.22519747,0.181042889,0.025212534,0.061595699,0.040932385,0.004160373,0.01676426,0.008951488,0.010603216,0.005988406,0.016937408,0.230926762,0.188487788,0.276514815,0.049883873,0.032655429,0.071210507,27.8,29.1,33.1,29.2,65,10.9,0.4,2.5,1.7
Turkey,TUR,23,2,19,69,42,1353,3,0.771,40.2,<5,12530,9.5,1.9,Women,28.31954127,29.17322077,28.75,1900000,0.018026032,0.041368124,0.028443717,0.219154808,0.297303484,0.257820396,0.266084955,0.355504509,0.31045845,0.189379551,0.278172155,0.232965312,0.074225506,0.138678137,0.103999081,0.031771155,0.075193598,0.050679094,0.015633949,0.008970309,0.025215321,0.387643488,0.340542828,0.435728531,0.154678176,0.119820113,0.194360954,27.8,29.1,33.1,29.2,65,10.9,0.4,2.5,1.7
Turkmenistan,TKM,15,144,16,124,31,481,150,0.692,,17,6510,,,Men,25.63264467,27.05010456,26.32,300000,0.019715152,0.066404956,0.039586381,0.359326554,0.500778139,0.429100203,0.294508376,0.437802505,0.365382794,0.069574627,0.184318183,0.121902056,0.00642414,0.047382085,0.020914799,0.000913805,0.013827282,0.004750663,0.018363104,0.00592648,0.040678567,0.147567518,0.093087466,0.213239029,0.025665462,0.010003176,0.052893602,27.9,31.2,32,31.2,49.6,,,4.8,
Turkmenistan,TKM,15,144,16,124,31,481,150,0.692,,17,6510,,,Women,25.56665596,27.22818161,26.4,300000,0.033237692,0.087824682,0.057188447,0.330539579,0.456946263,0.393630404,0.252207107,0.371602325,0.310254083,0.080710752,0.191893016,0.132188437,0.022284755,0.089828158,0.049847455,0.00553331,0.041762612,0.018245437,0.038645737,0.016458433,0.07542537,0.200281329,0.142089093,0.265072647,0.068092892,0.036405236,0.111072005,27.9,31.2,32,31.2,49.6,,,4.8,
Uganda,UGA,14,159,24,21,38,-227,31,0.496,,<5,620,,,Men,20.90294395,21.89015416,21.39,12600000,0.133188315,0.254599246,0.190212102,0.481964287,0.620169248,0.551067173,0.079528652,0.16145723,0.117923487,0.006522299,0.026997955,0.014557142,0.00024551,0.002791496,0.001042917,8.96E-05,0.001562127,0.000508836,0.124688343,0.072005524,0.189218544,0.016108895,0.007941686,0.028606623,0.001551753,0.00052525,0.003443746,54.7,28,35.6,29,20.9,,,33.7,
Uganda,UGA,14,159,24,21,38,-227,31,0.496,,<5,620,,,Women,22.44073482,23.661344,23.05,12600000,0.091041165,0.181505094,0.132878228,0.40676448,0.521193056,0.464788376,0.176542876,0.263643389,0.218881244,0.036021248,0.092534792,0.060604778,0.005573763,0.025992659,0.013226259,0.001235792,0.010300291,0.004285496,0.105335619,0.060092845,0.163029958,0.078116533,0.051395108,0.11065228,0.017511754,0.008711733,0.030788704,54.7,28,35.6,29,20.9,,,33.7,
Ukraine,UKR,17,94,17,105,34,783,96,0.745,24.6,<5,3800,,,Men,24.50457025,29.29329677,26.86,1100000,0.010851394,0.041255713,0.022995101,0.29289378,0.422116629,0.356492897,0.327289424,0.475156642,0.401318204,0.096498841,0.236215918,0.163199459,0.01157543,0.084356061,0.03866552,0.001622913,0.031052635,0.010112246,0.007216573,0.001644497,0.019848877,0.211977225,0.138368823,0.292917435,0.048777766,0.018173643,0.097039456,24.6,21.6,24,21.7,57.2,,,2.5,
Ukraine,UKR,17,94,17,105,34,783,96,0.745,24.6,<5,3800,,,Women,24.56746454,28.14394895,26.34,1100000,0.026215006,0.076674346,0.047616239,0.304605448,0.433246884,0.367476024,0.244791481,0.37060169,0.305541636,0.104597375,0.243628321,0.170003173,0.025605036,0.118787526,0.064506271,0.006432735,0.063634842,0.025708227,0.019148431,0.005668772,0.045124483,0.260217671,0.187377339,0.340112535,0.090214497,0.045038411,0.149273227,24.6,21.6,24,21.7,57.2,,,2.5,
United Arab Emirates,ARE,20,35,13,164,33,920,123,0.851,,,43880,,,Men,26.6030641,29.28053753,27.93,400000,0.013370163,0.041094827,0.024860981,0.244551187,0.350816315,0.297334174,0.333054574,0.462077329,0.39865736,0.131142705,0.25870047,0.192140155,0.022942752,0.09787455,0.054019038,0.005004433,0.040641984,0.017118817,0.015869475,0.006255934,0.033027767,0.26327801,0.198229137,0.33079942,0.071137855,0.035921745,0.117184916,26.9,25.7,31.8,25.9,66,,,4.5,
United Arab Emirates,ARE,20,35,13,164,33,920,123,0.851,,,43880,,,Women,27.93243565,30.95062524,29.45,400000,0.01530811,0.044480757,0.027764079,0.189182139,0.279543699,0.232544418,0.255690052,0.36656455,0.309569687,0.17832787,0.30902038,0.242394536,0.061054549,0.16378718,0.107004798,0.025938532,0.107817178,0.059039117,0.021683365,0.008887312,0.04239578,0.408438451,0.339979168,0.478711177,0.166043915,0.109682957,0.231192152,26.9,25.7,31.8,25.9,66,,,4.5,
United Kingdom,GBR,19,62,6,216,25,1057,213,0.915,33.2,,42250,,,Men,27.15691926,27.64450549,27.41,1600000,0.011953476,0.02233758,0.016572053,0.255048109,0.321259723,0.287450596,0.396015967,0.468887555,0.431960284,0.159381449,0.219761089,0.189159384,0.038690447,0.069795799,0.052807607,0.010307377,0.024668371,0.01647419,0.005575886,0.003670182,0.007924244,0.258441181,0.225657258,0.29075669,0.069281797,0.053849236,0.087393528,10.1,11.9,20.7,12.1,62.2,,,2.5,
United Kingdom,GBR,19,62,6,216,25,1057,213,0.915,33.2,,42250,,,Women,26.76407061,27.34662866,27.06,1600000,0.031445782,0.054053791,0.041920016,0.317270554,0.38706524,0.352214215,0.276922945,0.342141445,0.309264929,0.136015212,0.193507727,0.164163371,0.057396765,0.094635695,0.074852707,0.028672477,0.057189199,0.041329544,0.016255218,0.011407895,0.022098344,0.280345622,0.248609636,0.313820423,0.11618225,0.09434249,0.140335211,10.1,11.9,20.7,12.1,62.2,,,2.5,
United Republic of Tanzania,TZA,16,108,25,14,41,-149,7,0.507,,5,850,37.1,13,Men,21.68396795,22.93060675,22.3,16500000,0.110314048,0.219611749,0.16140228,0.45759867,0.593631282,0.525698356,0.110030724,0.204820826,0.153125502,0.014781084,0.053010533,0.030278591,0.001115493,0.008479644,0.003610164,0.000160729,0.002527414,0.000858709,0.125026398,0.072925213,0.188890966,0.034747464,0.018591667,0.057237091,0.004468873,0.001727912,0.009420608,58.5,36.6,49.4,37.9,25.7,5.2,1.4,32.6,4.3
United Republic of Tanzania,TZA,16,108,25,14,41,-149,7,0.507,,5,850,37.1,13,Women,23.34073413,24.3257027,23.84,16500000,0.082637945,0.157021883,0.116520631,0.388736716,0.491616129,0.440196895,0.183808649,0.268858599,0.225775024,0.054428983,0.118317863,0.082889574,0.011686102,0.039894646,0.023027283,0.003958477,0.019017746,0.009599135,0.101991458,0.063296819,0.150159285,0.115515992,0.084609543,0.153107366,0.032626418,0.019254522,0.051711057,58.5,36.6,49.4,37.9,25.7,5.2,1.4,32.6,4.3
United States of America,USA,21,21,12,171,33,1329,124,0.916,41,,53940,,,Men,28.51102001,29.26260686,28.89,7900000,0.008486437,0.01950708,0.013201502,0.21321756,0.288114198,0.250477216,0.34291614,0.432003811,0.388042411,0.167409057,0.249794303,0.207962652,0.058057996,0.115026001,0.083862703,0.030572762,0.077284222,0.051198051,0.005255465,0.002997564,0.008601531,0.343023406,0.296784237,0.390971243,0.135060755,0.102432624,0.172949781,6.8,11.2,15,11.3,66.4,,,2.5,
United States of America,USA,21,21,12,171,33,1329,124,0.916,41,,53940,,,Women,28.4163037,29.29110081,28.85,7900000,0.030369779,0.059066495,0.043295127,0.267796643,0.348013473,0.307612177,0.232494041,0.307041261,0.268571278,0.135781327,0.209250337,0.17062496,0.072618785,0.13272898,0.100695702,0.062755037,0.126192491,0.091849718,0.017351039,0.010880682,0.026295038,0.363170379,0.316803738,0.408905357,0.19254542,0.15306539,0.234537557,6.8,11.2,15,11.3,66.4,,,2.5,
Uruguay,URY,15,153,12,179,27,696,193,0.797,40.5,<5,15580,,,Men,26.24515756,28.06068586,27.15,100000,0.012561123,0.04014915,0.023695495,0.264119067,0.382448608,0.321799117,0.341324202,0.472294252,0.406816163,0.125118968,0.251594204,0.184746657,0.018651241,0.078984362,0.042749309,0.003863896,0.032120981,0.013729216,0.006464043,0.002100424,0.014609935,0.241225182,0.177324459,0.311217129,0.056478525,0.029133722,0.095083124,21.4,18.3,30,18.7,61.3,,,2.5,
Uruguay,URY,15,153,12,179,27,696,193,0.797,40.5,<5,15580,,,Women,26.24998981,28.35196981,27.29,100000,0.024222994,0.065427814,0.042121683,0.27239607,0.392084589,0.331376966,0.253324992,0.369233435,0.309296054,0.120333469,0.242793247,0.177925962,0.044373672,0.134051884,0.083253371,0.018159682,0.082251504,0.043134626,0.012891338,0.004789537,0.026405688,0.304313959,0.236550722,0.375916683,0.126387997,0.078521201,0.185846954,21.4,18.3,30,18.7,61.3,,,2.5,
Uzbekistan,UZB,18,63,23,24,41,406,8,0.69,,<5,1970,,,Men,25.45240779,26.74994296,26.1,2200000,0.025705413,0.081334453,0.04913354,0.390189795,0.533354807,0.46083248,0.269365133,0.411618557,0.340255012,0.059096517,0.163494963,0.104987633,0.006155659,0.040724649,0.018341577,0.000976893,0.012914953,0.004583783,0.021865974,0.007828652,0.046555358,0.127912994,0.07995744,0.187615062,0.02292536,0.009349326,0.045804493,38.2,37.1,25,36.4,46.1,,,7.4,
Uzbekistan,UZB,18,63,23,24,41,406,8,0.69,,<5,1970,,,Women,26.3384958,27.95392803,27.14,2200000,0.036512563,0.09253071,0.060721824,0.350205199,0.478731701,0.414722278,0.245076842,0.362767209,0.303047693,0.072803845,0.176186568,0.120734125,0.018583127,0.077038441,0.042936125,0.005196626,0.037648949,0.016972378,0.040865579,0.017865967,0.078009148,0.180642627,0.126530229,0.240559983,0.059908502,0.031890584,0.096398405,38.2,37.1,25,36.4,46.1,,,7.4,
Vanuatu,VUT,16,114,20,61,36,479,61,0.597,,,3200,28.5,10.7,Men,24.8285387,26.38190396,25.6,100000,0.014722734,0.060498258,0.032598844,0.350046259,0.526417877,0.438061627,0.247818106,0.408928288,0.327052471,0.081952258,0.221719171,0.145723356,0.009815244,0.063906439,0.029563189,0.003490977,0.036041241,0.014028914,0.012971599,0.004085231,0.029164198,0.189315459,0.121816052,0.266609909,0.043592103,0.019048801,0.081341157,30.8,23.5,28.4,23.9,55,4.6,1.1,6.5,4.4
Vanuatu,VUT,16,114,20,61,36,479,61,0.597,,,3200,28.5,10.7,Women,25.86847748,27.74350894,26.8,100000,0.01975945,0.065367305,0.038281024,0.253561379,0.39621184,0.321341896,0.258544951,0.395222797,0.323867469,0.118261494,0.260026948,0.183302446,0.031929526,0.121170412,0.069577998,0.013900494,0.080323978,0.039679663,0.023949504,0.009479023,0.047812126,0.292560106,0.218240711,0.374801775,0.10925766,0.061628693,0.169122016,30.8,23.5,28.4,23.9,55,4.6,1.1,6.5,4.4
Venezuela (Bolivarian Republic of),VEN,14,169,19,78,33,272,109,0.776,,7.5,11760,,,Men,26.07204706,27.26960972,26.68,1800000,0.012868209,0.036754243,0.022687132,0.282400283,0.389181713,0.335354953,0.353380675,0.470957368,0.413113561,0.113837129,0.222117886,0.165500761,0.020567124,0.070775704,0.041244831,0.004008698,0.025837588,0.011907338,0.010191424,0.004338394,0.019927215,0.21865293,0.163505275,0.276245356,0.053152169,0.02933362,0.08438762,29.6,22.6,28.4,22.9,62.2,,,6.1,
Venezuela (Bolivarian Republic of),VEN,14,169,19,78,33,272,109,0.776,,7.5,11760,,,Women,26.19711704,27.54413152,26.87,1800000,0.021346243,0.053970046,0.035898642,0.253244182,0.354202255,0.301801945,0.305378672,0.413593309,0.359613112,0.141125239,0.25221404,0.193112283,0.040956428,0.10941213,0.07110098,0.009270968,0.042572624,0.022363405,0.016109634,0.007653202,0.02893156,0.286576668,0.229448149,0.346794562,0.093464384,0.059963379,0.135158981,29.6,22.6,28.4,22.9,62.2,,,6.1,
Viet Nam,VNM,17,95,16,121,33,390,116,0.675,,23.4,1710,25.9,15.3,Men,21.13734025,21.87939059,21.5,11100000,0.136762096,0.228615521,0.180766139,0.434299576,0.550060381,0.492754011,0.093665905,0.173701182,0.131205197,0.006264784,0.020441779,0.012128571,0.000142621,0.001116014,0.000479744,2.52E-05,0.000359706,0.00012348,0.182542858,0.13271791,0.235751946,0.012731796,0.006815669,0.021168359,0.000603225,0.000231734,0.001270532,32,21,34.8,21.5,16.4,4.6,1.6,12.1,6.6
Viet Nam,VNM,17,95,16,121,33,390,116,0.675,,23.4,1710,25.9,15.3,Women,21.09070777,21.98358444,21.53,11100000,0.114138975,0.196620733,0.152799384,0.408834054,0.515140138,0.461143065,0.130585672,0.213998291,0.171734024,0.011077174,0.032497676,0.020143007,0.00077013,0.003938207,0.001980975,3.62E-05,0.000434064,0.000161639,0.192037906,0.141789713,0.246688276,0.022285622,0.013155807,0.034896602,0.002142615,0.000908746,0.004100451,32,21,34.8,21.5,16.4,4.6,1.6,12.1,6.6
Yemen,YEM,10,208,20,68,30,-138,160,0.507,,23.2,1410,46.5,16.3,Men,22.68768558,24.25144095,23.47,7100000,0.042469973,0.111953132,0.072267257,0.377402206,0.512723423,0.443288717,0.255363305,0.389995316,0.322806094,0.051605868,0.138277779,0.089643327,0.004558914,0.027458217,0.013028892,0.001024799,0.010798687,0.004231929,0.054733784,0.026692366,0.094851695,0.106904148,0.06694124,0.154932617,0.017260821,0.00737137,0.032824436,83.7,67,62.2,66.6,46.2,2,5.2,27.7,16.3
Yemen,YEM,10,208,20,68,30,-138,160,0.507,,23.2,1410,46.5,16.3,Women,23.26861404,24.51517799,23.88,7100000,0.036132704,0.088364861,0.058314323,0.278696197,0.394472735,0.335075356,0.260395946,0.372473515,0.316584241,0.099723436,0.205704894,0.150058146,0.02129769,0.073105591,0.04272909,0.005602353,0.032706377,0.015499398,0.081739445,0.045950147,0.130733912,0.208286634,0.154333277,0.265368179,0.058228488,0.033425842,0.090816154,83.7,67,62.2,66.6,46.2,2,5.2,27.7,16.3
Zambia,ZMB,13,183,24,22,37,-429,42,0.574,,16.5,1730,40,14.8,Men,19.91110302,22.63855969,21.28,7000000,0.104468042,0.231626658,0.161813708,0.436320489,0.590879747,0.513653318,0.105449736,0.207918004,0.153213119,0.012551338,0.052305837,0.028310576,0.000542524,0.007645824,0.002683507,7.49E-05,0.002604818,0.000712794,0.139612978,0.073065964,0.220799651,0.031706877,0.015238413,0.056468481,0.0033963,0.000963755,0.008673098,55.1,30.7,38.6,31.6,26.1,6.2,2.5,46.1,6.3
Zambia,ZMB,13,183,24,22,37,-429,42,0.574,,16.5,1730,40,14.8,Women,22.91146395,24.28201075,23.59,7000000,0.078062386,0.158324963,0.114682188,0.386222005,0.496066305,0.441861638,0.194082141,0.284517271,0.238433326,0.052249024,0.122368477,0.083987034,0.010601347,0.041867944,0.023235373,0.002870663,0.018461684,0.008497091,0.08930335,0.048645036,0.141525322,0.115719498,0.080063177,0.156350952,0.031732464,0.016931969,0.051896482,55.1,30.7,38.6,31.6,26.1,6.2,2.5,46.1,6.3
Zimbabwe,ZWE,11,206,18,101,29,-240,172,0.516,,,1070,,,Men,21.73155875,22.68761593,22.21,6700000,0.103409524,0.219237195,0.156329979,0.440463981,0.582882651,0.511882547,0.123892374,0.233660423,0.176230781,0.018462268,0.065144293,0.037358107,0.001148365,0.010508876,0.004324384,0.000457682,0.006156031,0.002202648,0.111671554,0.061183415,0.171853325,0.043885139,0.023790664,0.072557619,0.006527032,0.00246154,0.013558924,46.9,29.2,34.2,29.6,37,,,44.4,
